aaa,bbb,ccc,ddd,eee,fff,ggg,hhh,iii,jjj,kkk,lll,mmm,nnn,ooo,ppp,qqq,rrr,sss,ttt,uuu,vvv,www,xxx,yyy,zzz,abc,bca,bcd,adc,aed,afg,ags,ahp,ail,ajm,bkx,ilm,hmt,xnl,aop,aph,aqr,gru,asi,atn,bus,avq,awn,axo,qyv,uzx,bap,nba,ncd,pdq,lek,mlf,gan,hur,iqp,Class
0,0.691075591,0.621998002,0,0,0,0,0,0,0.728797869,0,0,0,0,0,0.7801332,0,0,0,0.839020979,0,0,0.832647353,0,0,0.839020979,0,0,0,0.841878122,0.838974359,0.425900766,0,0.425900766,0,0,0,0,0,0.852067932,0,0,0,0.425900766,0,0.597649018,0.758361638,0,0,0.626300366,0,0.425900766,0,0,0.425900766,0,0,0.425900766,0,0.425900766,0.823936064,0.711122211
0.771468531,0,0,0.762457542,0,0,0,0,0,0,0,0,0,0,0,0,0.835897436,0,0,0,0,0,0,0,0,0,0,0,0.778548119,0.841878122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0.425900766,0.746586747,0.425900766,0,0,0,0,0,0,0,0.772487512
0,0,0,0,0,0,0,0,0,0,0,0,0.717369297,0.646346986,0.731655012,0,0,0,0,0,0,0,0,0.847985348,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562324342
0,0,0,0,0,0.759427239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841878122,0,0,0,0,0,0.425900766,0.597649018,0,0,0,0,0.811641692,0,0,0,0,0,0,0.620586081,0.626300366,0,0.425900766,0,0,0,0,0,0.425900766,0,0.425900766,0.823936064,0.591055611
0.771468531,0,0,0,0.786193806,0,0,0,0,0,0,0,0,0.646346986,0,0,0.835897436,0,0.851235431,0.839020979,0.778548119,0,0,0,0,0,0,0.854092574,0,0.841878122,0,0,0.853573094,0,0,0,0,0,0.785534466,0,0,0,0.754452214,0,0,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0.425900766,0.425900766,0,0,0.823936064,0.850969031
0,0,0,0,0.786193806,0,0,0.674605395,0,0,0,0,0,0.646346986,0,0.7801332,0,0,0,0,0,0,0,0,0.854092574,0,0,0.854092574,0,0,0.838974359,0,0,0.425900766,0,0,0,0,0.785534466,0,0,0.811641692,0,0.425900766,0,0,0,0,0,0,0.425900766,0,0.746586747,0,0.425900766,0,0,0,0,0,0.823936064,0.806273726
0,0,0.621998002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778548119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.570802531
0,0,0,0,0,0.759427239,0,0,0,0,0,0,0,0.646346986,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0.425900766,0,0,0.597649018,0,0.785534466,0.852067932,0.425900766,0,0,0,0,0,0.758361638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718954379
0.771468531,0.691075591,0.621998002,0.762457542,0,0,0,0,0,0.728797869,0,0,0,0,0,0,0,0,0.851235431,0,0,0,0,0,0,0,0,0,0.778548119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0.425900766,0,0.737449217
0.771468531,0,0,0,0.786193806,0,0,0,0,0,0,0,0.717369297,0.646346986,0,0,0,0,0,0,0,0.847985348,0.832647353,0.847985348,0,0.839020979,0,0,0,0,0,0,0.853573094,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0.597649018,0,0.425900766,0,0,0,0,0,0.425900766,0.425900766,0,0,0,0,0,0.823936064,0.794185814
0,0,0,0,0.786193806,0,0,0.674605395,0,0.728797869,0.721671662,0,0,0,0,0,0,0,0.851235431,0,0,0.847985348,0,0,0,0,0,0.854092574,0,0,0,0,0,0.425900766,0,0,0.597649018,0,0.785534466,0.852067932,0,0,0.754452214,0,0,0,0.758361638,0,0,0.626300366,0,0,0,0.425900766,0.425900766,0,0.425900766,0,0,0,0,0.79994672
0.771468531,0,0,0,0,0,0.747639028,0,0,0.728797869,0,0,0,0.646346986,0.731655012,0,0,0,0,0,0,0.847985348,0,0.847985348,0,0,0,0,0,0,0.838974359,0,0,0.425900766,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626300366,0,0,0.746586747,0,0,0,0,0,0,0.425900766,0,0.757842158
0,0.691075591,0,0.762457542,0,0,0.747639028,0,0,0.728797869,0.721671662,0,0,0.646346986,0,0,0,0,0,0.839020979,0,0,0,0,0.854092574,0,0.82983683,0,0,0,0.838974359,0.425900766,0.853573094,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0.597649018,0,0,0,0.626300366,0,0,0,0,0,0,0,0,0,0.425900766,0.823936064,0.785128205
0,0,0,0.762457542,0.786193806,0,0,0.674605395,0,0,0.721671662,0,0,0,0,0,0,0,0.851235431,0.839020979,0.778548119,0,0,0.847985348,0,0,0.82983683,0,0,0,0.838974359,0,0.853573094,0.425900766,0,0,0,0,0,0,0.425900766,0,0.754452214,0,0,0.597649018,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.823936064,0.847892108
0,0,0,0.762457542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851235431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853573094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863323343
0,0,0.621998002,0,0.786193806,0,0,0,0,0,0,0,0.717369297,0,0,0,0,0,0,0,0,0.847985348,0.832647353,0,0,0.839020979,0,0.854092574,0,0,0,0,0,0,0,0,0,0.722504163,0,0,0,0,0,0,0,0,0,0,0,0.626300366,0,0,0.746586747,0,0,0,0,0,0,0,0.823936064,0.838881119
0,0.691075591,0,0,0,0.759427239,0,0,0,0,0.721671662,0,0.717369297,0.646346986,0.731655012,0,0,0,0,0,0.778548119,0,0,0,0,0,0,0,0,0.841878122,0,0.425900766,0.853573094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0.425900766,0,0,0,0,0,0,0.425900766,0,0,0,0.740652681
0,0,0,0,0,0,0.747639028,0,0.749190809,0.728797869,0.721671662,0,0,0,0.731655012,0.7801332,0,0,0,0,0,0.847985348,0,0,0,0,0.82983683,0,0,0,0,0,0,0,0,0,0,0,0.785534466,0.852067932,0,0,0,0,0,0,0,0.425900766,0.620586081,0.626300366,0,0.425900766,0,0.425900766,0.425900766,0,0,0,0,0.425900766,0,0.728311688
0.771468531,0.691075591,0,0,0,0,0,0.674605395,0,0,0,0,0,0.646346986,0.731655012,0,0,0.826759907,0,0,0,0,0.832647353,0,0,0,0.82983683,0,0,0,0.838974359,0.425900766,0,0,0.425900766,0,0,0.722504163,0.785534466,0,0,0,0,0,0,0.597649018,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0.811768232
0.771468531,0,0,0,0,0.759427239,0.747639028,0,0,0,0.721671662,0.641811522,0,0,0,0,0,0,0,0.839020979,0.778548119,0,0.832647353,0.847985348,0,0,0,0,0.778548119,0,0,0.425900766,0,0,0,0,0.597649018,0,0.785534466,0.852067932,0,0,0,0,0,0,0.758361638,0,0,0,0,0,0,0.425900766,0,0,0,0,0.425900766,0,0,0.841738262
0,0,0,0,0.786193806,0,0,0,0,0,0,0,0,0,0,0,0.835897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0.425900766,0,0,0.425900766
0,0,0,0,0,0,0,0,0,0,0.721671662,0,0,0,0,0,0.835897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722504163,0,0,0.425900766,0.811641692,0,0,0,0,0,0,0,0,0,0.425900766,0,0.425900766,0,0,0,0.425900766,0.425900766,0.425900766,0.823936064,0.425900766
0.771468531,0,0,0.762457542,0,0,0,0,0,0,0,0,0.717369297,0.646346986,0,0,0,0,0,0.839020979,0.778548119,0,0.832647353,0,0,0,0,0,0.778548119,0.841878122,0,0,0.853573094,0,0,0.425900766,0,0.722504163,0.785534466,0,0,0.811641692,0,0,0.425900766,0,0.758361638,0,0,0,0,0,0.746586747,0,0,0,0,0,0.425900766,0.425900766,0,0.835584416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.425900766
0,0,0,0,0,0,0,0,0,0,0,0.641811522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.425900766,0,0,0.425900766
0,0,0,0.762457542,0.786193806,0,0.747639028,0,0,0.728797869,0,0,0,0,0,0,0.835897436,0,0,0.839020979,0,0.847985348,0.832647353,0,0,0,0.82983683,0,0,0,0,0,0,0,0,0,0,0,0.785534466,0.852067932,0,0,0,0,0,0,0.758361638,0,0.620586081,0.626300366,0,0,0.746586747,0.425900766,0.425900766,0,0.425900766,0,0.425900766,0,0,0.779020979
0,0.691075591,0,0,0,0,0,0,0.749190809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0.841878122,0,0.425900766,0,0,0,0,0.597649018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0.425900766,0.823936064,0.684182484
0,0,0.621998002,0,0,0,0.747639028,0,0,0,0,0,0.717369297,0,0,0,0,0,0,0,0,0,0.832647353,0.847985348,0,0.839020979,0,0,0,0,0.838974359,0,0.853573094,0,0.425900766,0,0,0,0.785534466,0,0,0,0.754452214,0.425900766,0,0,0.758361638,0,0,0,0.425900766,0,0,0,0,0.425900766,0.425900766,0,0,0,0.823936064,0.811768232
0,0,0,0,0,0,0,0,0.749190809,0,0,0.641811522,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0.854092574,0,0,0,0.778548119,0,0,0.425900766,0.853573094,0,0,0,0,0,0,0,0,0,0.754452214,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0.83040293
0,0,0,0,0,0.759427239,0,0,0,0,0,0,0,0,0,0.7801332,0,0,0,0,0,0.847985348,0,0,0,0,0,0,0.778548119,0,0,0.425900766,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.758361638,0.425900766,0,0.626300366,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0.551681652
0,0,0.621998002,0,0,0,0,0,0,0,0,0.641811522,0,0,0.731655012,0,0.835897436,0.826759907,0.851235431,0,0,0,0,0.847985348,0,0.839020979,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.852067932,0,0,0.754452214,0,0,0.597649018,0,0,0,0,0,0,0,0.425900766,0,0,0.425900766,0,0,0,0.823936064,0.806886447
0,0,0.621998002,0,0,0,0,0,0,0,0,0,0.717369297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0,0,0,0,0,0.555950716
0,0,0.621998002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835897436,0,0,0,0.778548119,0.847985348,0,0.847985348,0,0,0,0,0,0.841878122,0,0.425900766,0,0,0,0,0.597649018,0,0,0,0,0,0.754452214,0,0,0.597649018,0.758361638,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.823936064,0.811848152
0,0,0,0,0,0.759427239,0,0.674605395,0,0.728797869,0,0.641811522,0,0,0,0,0,0,0,0.839020979,0.778548119,0,0.832647353,0,0.854092574,0,0,0,0,0.841878122,0,0,0.853573094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758361638,0,0.620586081,0.626300366,0.425900766,0.425900766,0,0,0,0.425900766,0.425900766,0.425900766,0,0,0.823936064,0.784608725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722504163,0,0,0,0.811641692,0,0,0,0,0,0,0,0,0,0,0.746586747,0,0,0,0,0,0,0,0,0.820526141
0,0,0,0,0.786193806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847985348,0,0.847985348,0,0,0,0.854092574,0,0,0,0,0.853573094,0,0.425900766,0,0,0,0,0,0,0,0,0.425900766,0,0.597649018,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0.761498501
0,0,0,0.762457542,0,0,0,0,0.749190809,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796523477
0,0,0,0,0,0.759427239,0,0,0.749190809,0.728797869,0,0,0,0,0,0.7801332,0.835897436,0,0,0,0.778548119,0,0,0,0,0.839020979,0,0.854092574,0.778548119,0.841878122,0,0.425900766,0,0,0.425900766,0,0,0,0,0.852067932,0,0.811641692,0.754452214,0.425900766,0,0.597649018,0.758361638,0,0.620586081,0,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0.793792874
0.771468531,0,0,0,0,0,0,0,0,0,0,0.641811522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597649018,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0.687825508
0,0,0.621998002,0,0,0,0,0.674605395,0.749190809,0,0,0.641811522,0,0,0,0,0.835897436,0,0.851235431,0,0,0,0,0,0.854092574,0,0,0,0,0,0.838974359,0.425900766,0,0.425900766,0,0.425900766,0,0,0.785534466,0.852067932,0,0,0.754452214,0,0,0,0,0,0,0,0,0,0.746586747,0,0,0,0,0,0.425900766,0.425900766,0,0.791501832
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0.425900766
0,0,0,0.762457542,0,0,0,0,0,0,0,0,0,0,0,0.7801332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841878122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780526141
0.771468531,0.691075591,0.621998002,0.762457542,0,0,0,0,0,0,0.721671662,0.641811522,0.717369297,0,0,0,0,0,0.851235431,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.425900766,0,0.722504163,0.785534466,0.852067932,0.425900766,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743776224
0,0,0,0,0,0,0,0.674605395,0.749190809,0.728797869,0.721671662,0,0,0,0.731655012,0,0,0.826759907,0,0.839020979,0,0,0,0,0,0,0.82983683,0,0,0,0,0.425900766,0.853573094,0.425900766,0.425900766,0.425900766,0,0.722504163,0,0,0,0.811641692,0,0,0,0,0,0.425900766,0.620586081,0,0,0,0.746586747,0,0,0,0,0,0,0.425900766,0,0.763163503
0.771468531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0.854092574,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0.754452214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850622711
0,0,0,0,0,0,0,0.674605395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841878122,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662437562
0,0.691075591,0,0,0.786193806,0,0,0,0,0,0,0,0.717369297,0,0,0,0,0,0.851235431,0,0,0,0,0.847985348,0,0,0,0,0,0.841878122,0,0,0,0.425900766,0.425900766,0,0,0,0.785534466,0.852067932,0.425900766,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0.710602731
0,0.691075591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851235431,0.839020979,0.778548119,0,0.832647353,0,0.854092574,0.839020979,0,0,0,0,0,0,0,0,0,0,0,0.722504163,0,0,0,0,0,0.425900766,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0.847892108
0,0.691075591,0,0,0,0.759427239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82983683,0,0,0,0,0,0,0,0,0,0,0.722504163,0.785534466,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0.746586747,0,0,0,0.425900766,0.425900766,0,0,0,0.714418914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0.754452214,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0.425900766
0,0.691075591,0,0.762457542,0,0,0,0,0,0,0.721671662,0.641811522,0,0,0,0,0,0.826759907,0,0,0.778548119,0.847985348,0,0,0,0,0,0,0,0,0,0.425900766,0.853573094,0.425900766,0.425900766,0,0.597649018,0,0.785534466,0,0.425900766,0,0.754452214,0,0,0.597649018,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0.425900766,0,0.425900766,0,0.823936064,0.643443223
0,0.691075591,0,0,0,0,0,0,0,0,0,0,0,0,0.731655012,0,0,0,0,0,0,0.847985348,0,0.847985348,0.854092574,0,0,0,0,0,0.838974359,0,0,0,0,0.425900766,0,0,0,0,0.425900766,0,0,0,0,0.597649018,0.758361638,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.767639028
0.771468531,0,0.621998002,0,0,0,0,0,0.749190809,0.728797869,0,0,0,0,0,0.7801332,0,0.826759907,0.851235431,0,0.778548119,0.847985348,0,0.847985348,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0.836070596
0,0,0,0,0,0,0,0,0,0.728797869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811641692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823936064,0.841831502
0,0,0.621998002,0,0,0,0,0,0.749190809,0,0,0,0,0,0.731655012,0,0,0,0,0,0,0,0,0,0.854092574,0,0,0.854092574,0,0,0.838974359,0,0,0,0,0,0,0,0,0,0,0.811641692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0.823936064,0.844861805
0,0,0.621998002,0,0,0,0,0,0,0,0.721671662,0,0,0,0,0,0,0.826759907,0,0,0,0.847985348,0,0,0.854092574,0,0,0,0,0.841878122,0,0,0,0.425900766,0,0,0,0.722504163,0,0,0,0,0,0,0.425900766,0,0,0,0.620586081,0.626300366,0,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0.683789544
0,0,0,0,0.786193806,0,0,0,0,0.728797869,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0.847985348,0,0,0,0,0,0,0,0.425900766,0,0.425900766,0,0.425900766,0,0,0,0.852067932,0,0,0,0.425900766,0,0.597649018,0.758361638,0,0,0,0,0,0.746586747,0,0,0,0,0,0.425900766,0,0,0.655011655
0,0.691075591,0,0.762457542,0,0,0,0,0,0.728797869,0.721671662,0.641811522,0.717369297,0.646346986,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0,0.838974359,0,0,0.425900766,0,0,0,0,0,0,0,0.811641692,0,0,0,0,0,0.425900766,0,0.626300366,0,0,0.746586747,0,0.425900766,0.425900766,0,0.425900766,0,0,0,0.72003996
0,0.691075591,0,0,0,0,0.747639028,0,0,0,0,0.641811522,0.717369297,0,0,0.7801332,0,0,0,0,0.778548119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0.425900766,0,0,0,0,0,0,0,0,0.425900766,0,0,0.425900766,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0.546220446
0,0,0.621998002,0,0,0.759427239,0,0,0,0.728797869,0,0,0,0,0,0,0.835897436,0,0,0.839020979,0,0.847985348,0,0,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852067932,0.425900766,0,0,0,0,0,0,0.425900766,0,0,0.425900766,0,0.746586747,0,0,0,0,0.425900766,0,0,0,0.787512488
0,0,0,0,0,0,0.747639028,0,0,0.728797869,0,0.641811522,0,0,0.731655012,0,0,0.826759907,0,0,0,0,0.832647353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852067932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805221445
0,0.691075591,0,0.762457542,0,0.759427239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0.832647353,0,0.854092574,0,0.82983683,0.854092574,0,0.841878122,0.838974359,0,0,0,0,0.425900766,0,0,0.785534466,0,0.425900766,0,0.754452214,0.425900766,0,0.597649018,0,0.425900766,0,0,0.425900766,0.425900766,0,0,0.425900766,0,0.425900766,0,0,0,0,0.71978688
0,0,0,0.762457542,0.786193806,0,0,0,0.749190809,0.728797869,0,0.641811522,0.717369297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0.425900766,0,0,0,0,0.785534466,0,0,0.811641692,0,0,0,0,0,0,0.620586081,0.626300366,0,0.425900766,0,0.425900766,0,0,0.425900766,0,0,0,0,0.632800533
0,0.691075591,0.621998002,0,0,0.759427239,0,0.674605395,0,0,0,0,0,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0,0.841878122,0,0,0.853573094,0.425900766,0,0.425900766,0,0,0.785534466,0.852067932,0,0,0,0,0,0.597649018,0.758361638,0.425900766,0.620586081,0.626300366,0,0,0,0.425900766,0.425900766,0,0,0.425900766,0.425900766,0,0.823936064,0.638608059
0,0,0.621998002,0,0,0,0,0,0,0.728797869,0,0,0,0,0.731655012,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0.778548119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0.425900766,0,0,0.722504163
0,0,0,0.762457542,0,0,0,0,0,0.728797869,0,0,0.717369297,0.646346986,0,0,0.835897436,0.826759907,0,0,0.778548119,0,0,0,0.854092574,0,0,0.854092574,0,0,0.838974359,0,0.853573094,0.425900766,0.425900766,0,0,0,0,0,0,0,0,0,0.425900766,0,0.758361638,0,0,0,0.425900766,0,0.746586747,0,0,0,0,0.425900766,0,0.425900766,0,0.803323343
0,0,0,0,0.786193806,0,0.747639028,0,0,0.728797869,0,0,0,0,0,0,0,0,0,0,0.778548119,0,0,0.847985348,0.854092574,0,0,0,0,0.841878122,0,0,0,0,0.425900766,0,0.597649018,0,0,0,0,0,0,0,0,0.597649018,0.758361638,0.425900766,0,0,0,0.425900766,0,0,0.425900766,0.425900766,0,0.425900766,0,0,0.823936064,0.648591409
0,0.691075591,0,0.762457542,0,0.759427239,0.747639028,0.674605395,0,0,0,0,0,0.646346986,0,0,0,0.826759907,0.851235431,0.839020979,0,0,0,0.847985348,0,0,0,0.854092574,0,0.841878122,0,0,0,0,0.425900766,0.425900766,0,0.722504163,0.785534466,0,0,0.811641692,0,0.425900766,0,0,0,0,0.620586081,0,0,0,0,0,0,0,0,0.425900766,0.425900766,0,0,0.791108891
0,0,0.621998002,0,0,0,0,0,0.749190809,0,0,0,0.717369297,0,0.731655012,0,0,0,0,0,0,0.847985348,0,0,0,0,0.82983683,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773180153
0,0,0,0,0,0.759427239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82983683,0.854092574,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0.425900766,0.425900766,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0.425900766
0,0,0,0.762457542,0,0,0,0.674605395,0,0.728797869,0,0,0,0,0.731655012,0.7801332,0,0.826759907,0,0.839020979,0.778548119,0,0,0,0,0.839020979,0.82983683,0.854092574,0.778548119,0.841878122,0,0,0.853573094,0,0.425900766,0.425900766,0,0,0,0.852067932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0.425900766,0.425900766,0.823936064,0.841565102
0,0,0,0.762457542,0,0,0.747639028,0,0,0.728797869,0,0.641811522,0,0,0,0,0.835897436,0,0,0,0,0.847985348,0.832647353,0,0,0,0.82983683,0,0.778548119,0,0,0,0.853573094,0,0,0,0,0,0,0.852067932,0,0,0,0.425900766,0,0,0,0.425900766,0,0,0.425900766,0.425900766,0.746586747,0,0,0.425900766,0,0,0.425900766,0.425900766,0,0.7195671
0,0,0,0,0.786193806,0,0,0,0,0,0,0,0.717369297,0,0,0.7801332,0,0,0,0,0,0,0,0.847985348,0,0,0,0,0,0,0,0,0,0,0.425900766,0,0,0,0,0,0,0.811641692,0,0,0.425900766,0,0.758361638,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734292374
0.771468531,0,0,0,0,0,0,0.674605395,0,0,0,0,0,0,0,0,0.835897436,0.826759907,0,0.839020979,0,0,0.832647353,0.847985348,0,0,0,0.854092574,0,0.841878122,0,0,0,0.425900766,0.425900766,0.425900766,0,0,0,0.852067932,0,0,0,0,0,0,0.758361638,0,0.620586081,0,0.425900766,0.425900766,0.746586747,0.425900766,0,0,0,0.425900766,0,0,0.823936064,0.796996337
0,0,0,0.762457542,0,0,0,0,0,0,0,0,0,0.646346986,0,0,0,0,0.851235431,0,0,0,0,0,0,0.839020979,0,0,0,0,0,0,0,0,0.425900766,0.425900766,0.597649018,0,0,0.852067932,0,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425900766,0.425900766,0,0,0.55023643
0,0,0,0,0.786193806,0,0,0,0,0,0.721671662,0.641811522,0,0.646346986,0.731655012,0.7801332,0,0,0,0.839020979,0.778548119,0,0,0.847985348,0.854092574,0,0,0,0,0,0,0,0,0.425900766,0.425900766,0,0,0,0.785534466,0,0,0,0.754452214,0,0,0,0,0,0.620586081,0.626300366,0.425900766,0.425900766,0,0.425900766,0.425900766,0,0,0,0,0,0.823936064,0.767685648
0,0,0,0.762457542,0.786193806,0,0,0,0,0,0,0,0,0,0.731655012,0,0,0.826759907,0.851235431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811641692,0,0,0,0,0.758361638,0.425900766,0,0,0.425900766,0,0,0,0,0,0,0,0,0,0,0.782537463
